Airline,Source,Destination,Total_Stops,Price
SpiceJet,Kolkata,Banglore,1,8844
Jet Airways,Delhi,Cochin,1,10262
IndiGo,Chennai,Kolkata,0,3597
Jet Airways,Mumbai,Hyderabad,0,5678
IndiGo,Chennai,Kolkata,0,5277
IndiGo,Banglore,Delhi,0,4823
IndiGo,Delhi,Cochin,2,8049
SpiceJet,Chennai,Kolkata,0,3543
Jet Airways,Delhi,Cochin,1,10262
Air India,Delhi,Cochin,3,10703
IndiGo,Delhi,Cochin,1,6496
Jet Airways,Kolkata,Banglore,1,10844
Jet Airways,Delhi,Cochin,1,12032
Vistara,Delhi,Cochin,0,6741
IndiGo,Banglore,Delhi,0,3943
SpiceJet,Kolkata,Banglore,0,3841
Multiple carriers,Delhi,Cochin,1,15288
Air India,Mumbai,Hyderabad,0,2050
Vistara,Chennai,Kolkata,0,4842
Jet Airways,Delhi,Cochin,2,6643
IndiGo,Delhi,Cochin,1,9581
IndiGo,Kolkata,Banglore,0,4804
Jet Airways,Banglore,New Delhi,1,7832
Multiple carriers,Delhi,Cochin,1,11667
IndiGo,Delhi,Cochin,1,6442
Jet Airways,Delhi,Cochin,2,15129
Jet Airways,Banglore,Delhi,0,4544
Jet Airways,Kolkata,Banglore,1,9663
Jet Airways,Delhi,Cochin,1,14714
Air India,Mumbai,Hyderabad,0,3100
Jet Airways,Kolkata,Banglore,1,9663
IndiGo,Delhi,Cochin,1,5761
Air India,Mumbai,Hyderabad,0,3100
Jet Airways,Kolkata,Banglore,1,13626
Jet Airways,Mumbai,Hyderabad,0,5678
Jet Airways,Kolkata,Banglore,1,8529
Air India,Delhi,Cochin,0,5201
Jet Airways,Kolkata,Banglore,1,14151
Air Asia,Banglore,Delhi,0,4483
IndiGo,Kolkata,Banglore,0,4174
Jet Airways,Delhi,Cochin,2,15544
IndiGo,Delhi,Cochin,0,5601
IndiGo,Banglore,Delhi,0,3419
Air Asia,Delhi,Cochin,1,6451
Air India,Kolkata,Banglore,2,12592
Air India,Banglore,Delhi,0,6961
SpiceJet,Kolkata,Banglore,0,4174
Jet Airways,Kolkata,Banglore,1,8824
SpiceJet,Delhi,Cochin,1,7947
Multiple carriers,Delhi,Cochin,1,13587
SpiceJet,Kolkata,Banglore,0,3841
IndiGo,Kolkata,Banglore,0,4804
Jet Airways,Kolkata,Banglore,1,8586
IndiGo,Kolkata,Banglore,0,4778
Multiple carriers,Delhi,Cochin,2,18275
IndiGo,Chennai,Kolkata,0,3540
IndiGo,Delhi,Cochin,1,6442
Air India,Kolkata,Banglore,0,4145
IndiGo,Kolkata,Banglore,0,5644
IndiGo,Kolkata,Banglore,0,5224
Jet Airways,Delhi,Cochin,1,5963
Multiple carriers,Delhi,Cochin,1,11264
GoAir,Delhi,Cochin,1,10188
Jet Airways,Kolkata,Banglore,1,10844
IndiGo,Banglore,New Delhi,1,7166
Jet Airways,Banglore,New Delhi,1,13817
Jet Airways,Delhi,Cochin,1,12373
Jet Airways,Banglore,New Delhi,1,25735
Jet Airways,Banglore,New Delhi,1,14815
Jet Airways,Delhi,Cochin,1,10262
Jet Airways,Delhi,Cochin,1,10262
Air India,Delhi,Cochin,1,7468
Jet Airways,Mumbai,Hyderabad,0,8040
Jet Airways,Delhi,Cochin,2,12819
IndiGo,Chennai,Kolkata,0,7295
Jet Airways,Banglore,Delhi,0,7229
Air Asia,Delhi,Cochin,1,6853
Jet Airways,Kolkata,Banglore,1,9663
Jet Airways,Kolkata,Banglore,1,7064
Air India,Delhi,Cochin,1,8372
SpiceJet,Mumbai,Hyderabad,0,1965
Vistara,Kolkata,Banglore,1,16932
SpiceJet,Kolkata,Banglore,0,3841
Jet Airways,Delhi,Cochin,2,15812
Air India,Banglore,New Delhi,1,10924
Air India,Delhi,Cochin,0,6934
Jet Airways,Delhi,Cochin,1,10262
Jet Airways,Delhi,Cochin,1,13843
Multiple carriers,Delhi,Cochin,1,9315
Multiple carriers,Delhi,Cochin,1,8266
Jet Airways,Kolkata,Banglore,1,14231
GoAir,Banglore,Delhi,0,5048
Jet Airways,Delhi,Cochin,1,10262
Multiple carriers,Delhi,Cochin,1,12537
Jet Airways,Delhi,Cochin,1,10262
Jet Airways,Mumbai,Hyderabad,0,8040
SpiceJet,Kolkata,Banglore,1,9736
IndiGo,Kolkata,Banglore,0,4804
Jet Airways,Banglore,New Delhi,1,13817
GoAir,Banglore,Delhi,0,5048
Jet Airways,Mumbai,Hyderabad,0,8040
Multiple carriers,Delhi,Cochin,1,7354
Multiple carriers,Delhi,Cochin,1,7563
IndiGo,Delhi,Cochin,1,7725
Multiple carriers,Delhi,Cochin,1,7740
Air India,Kolkata,Banglore,2,13532
IndiGo,Kolkata,Banglore,0,6565
Jet Airways,Kolkata,Banglore,1,10844
SpiceJet,Kolkata,Banglore,0,3841
Multiple carriers,Delhi,Cochin,1,11200
Air India,Kolkata,Banglore,2,12009
Air India,Delhi,Cochin,1,8372
Air India,Delhi,Cochin,2,13591
Vistara,Mumbai,Hyderabad,1,12395
SpiceJet,Chennai,Kolkata,0,7298
IndiGo,Delhi,Cochin,1,12214
Jet Airways,Kolkata,Banglore,1,14151
Air India,Delhi,Cochin,2,12970
Jet Airways,Kolkata,Banglore,1,14781
Vistara,Banglore,Delhi,0,4878
SpiceJet,Chennai,Kolkata,0,3597
Air Asia,Kolkata,Banglore,1,6810
Vistara,Chennai,Kolkata,0,3687
Air India,Delhi,Cochin,1,6482
Jet Airways,Mumbai,Hyderabad,1,19595
IndiGo,Delhi,Cochin,1,6147
Jet Airways,Kolkata,Banglore,1,10953
SpiceJet,Kolkata,Banglore,0,3873
Jet Airways,Banglore,New Delhi,1,14815
Multiple carriers,Delhi,Cochin,1,10678
Jet Airways,Delhi,Cochin,1,14053
Jet Airways,Kolkata,Banglore,1,10539
Jet Airways,Banglore,New Delhi,1,16946
IndiGo,Delhi,Cochin,0,7673
Air India,Banglore,New Delhi,0,4441
Jet Airways,Banglore,Delhi,0,4544
IndiGo,Kolkata,Banglore,0,4804
Jet Airways,Delhi,Cochin,1,5406
Air India,Mumbai,Hyderabad,0,3100
Jet Airways,Delhi,Cochin,2,11150
IndiGo,Banglore,Delhi,0,4823
SpiceJet,Mumbai,Hyderabad,0,1965
Jet Airways,Delhi,Cochin,1,10262
IndiGo,Delhi,Cochin,1,6674
Jet Airways,Delhi,Cochin,1,15764
Jet Airways,Kolkata,Banglore,1,7064
Jet Airways,Delhi,Cochin,1,10262
IndiGo,Kolkata,Banglore,1,5069
Multiple carriers,Delhi,Cochin,1,11789
Air India,Kolkata,Banglore,2,15164
Air India,Delhi,Cochin,0,6094
SpiceJet,Banglore,Delhi,0,4885
Air Asia,Banglore,Delhi,0,3383
Multiple carriers,Delhi,Cochin,1,6673
Jet Airways,Banglore,Delhi,0,4544
Jet Airways,Delhi,Cochin,2,8367
GoAir,Banglore,Delhi,0,3898
Jet Airways,Kolkata,Banglore,1,10844
Multiple carriers,Delhi,Cochin,1,12327
SpiceJet,Delhi,Cochin,1,6356
Air India,Banglore,Delhi,0,5228
Air India,Banglore,New Delhi,2,10835
IndiGo,Banglore,Delhi,0,3943
Jet Airways,Delhi,Cochin,1,14714
Air India,Kolkata,Banglore,2,11883
Vistara,Kolkata,Banglore,1,8610
Multiple carriers,Delhi,Cochin,1,6513
Jet Airways,Delhi,Cochin,1,12898
Air India,Delhi,Cochin,2,10861
IndiGo,Mumbai,Hyderabad,0,4049
Jet Airways,Banglore,New Delhi,1,13555
Jet Airways,Delhi,Cochin,1,16079
IndiGo,Delhi,Cochin,0,7673
Multiple carriers Premium economy,Delhi,Cochin,1,10161
Jet Airways,Delhi,Cochin,1,10262
SpiceJet,Kolkata,Banglore,0,3873
SpiceJet,Banglore,Delhi,0,3311
IndiGo,Delhi,Cochin,1,13611
Air India,Delhi,Cochin,2,11858
Multiple carriers,Delhi,Cochin,1,9316
IndiGo,Banglore,Delhi,0,4823
Jet Airways,Kolkata,Banglore,1,13941
Jet Airways,Delhi,Cochin,2,13029
SpiceJet,Kolkata,Banglore,0,3873
IndiGo,Banglore,Delhi,0,4591
Vistara,Mumbai,Hyderabad,1,12395
IndiGo,Mumbai,Hyderabad,0,3603
IndiGo,Kolkata,Banglore,0,4804
IndiGo,Banglore,Delhi,0,4823
Jet Airways,Delhi,Cochin,1,13244
Air Asia,Kolkata,Banglore,1,6785
Air India,Mumbai,Hyderabad,0,3100
Multiple carriers,Delhi,Cochin,1,7198
Jet Airways,Delhi,Cochin,2,13014
Air India,Delhi,Cochin,2,20416
Air India,Delhi,Cochin,2,10441
Air India,Banglore,New Delhi,1,11528
Air India,Kolkata,Banglore,2,14083
IndiGo,Chennai,Kolkata,0,3597
Air India,Kolkata,Banglore,2,7662
IndiGo,Banglore,Delhi,0,4823
Air India,Delhi,Cochin,3,10703
Jet Airways,Mumbai,Hyderabad,0,8040
Vistara,Banglore,Delhi,0,4668
Air India,Delhi,Cochin,0,6304
Air India,Mumbai,Hyderabad,2,14219
SpiceJet,Kolkata,Banglore,0,3841
Multiple carriers,Delhi,Cochin,1,13587
Air India,Kolkata,Banglore,2,12093
SpiceJet,Delhi,Cochin,1,5899
Air India,Mumbai,Hyderabad,0,3100
Air India,Banglore,Delhi,0,5438
IndiGo,Banglore,Delhi,0,5780
Air India,Kolkata,Banglore,2,11668
IndiGo,Banglore,New Delhi,0,11934
Jet Airways,Delhi,Cochin,2,16263
IndiGo,Delhi,Cochin,1,14871
SpiceJet,Banglore,Delhi,0,3573
Air India,Delhi,Cochin,2,12497
Air India,Delhi,Cochin,0,5411
IndiGo,Delhi,Cochin,1,6600
IndiGo,Kolkata,Banglore,1,11160
Jet Airways,Mumbai,Hyderabad,2,22950
SpiceJet,Kolkata,Banglore,1,4649
Jet Airways,Delhi,Cochin,2,15129
IndiGo,Delhi,Cochin,0,8626
Jet Airways,Delhi,Cochin,1,17234
Jet Airways,Banglore,New Delhi,1,7832
Air India,Mumbai,Hyderabad,0,3100
Jet Airways,Kolkata,Banglore,1,9314
Jet Airways,Delhi,Cochin,1,14714
Jet Airways,Delhi,Cochin,2,13882
Jet Airways,Delhi,Cochin,2,16274
Multiple carriers,Delhi,Cochin,1,15135
IndiGo,Banglore,New Delhi,0,6144
Jet Airways,Delhi,Cochin,2,9483
Air India,Delhi,Cochin,2,14431
Multiple carriers,Delhi,Cochin,1,6093
Multiple carriers,Delhi,Cochin,1,7888
IndiGo,Delhi,Cochin,1,7503
Air India,Kolkata,Banglore,1,6117
Jet Airways,Delhi,Cochin,1,17024
Jet Airways,Kolkata,Banglore,1,12681
Multiple carriers,Delhi,Cochin,1,10678
Jet Airways,Kolkata,Banglore,1,13759
SpiceJet,Mumbai,Hyderabad,0,2017
SpiceJet,Banglore,Delhi,0,4885
Multiple carriers,Delhi,Cochin,1,10786
Vistara,Mumbai,Hyderabad,1,12080
IndiGo,Kolkata,Banglore,0,4804
Air India,Delhi,Cochin,1,6587
Jet Airways,Delhi,Cochin,2,8728
Air Asia,Delhi,Cochin,1,7452
IndiGo,Banglore,Delhi,0,4823
Multiple carriers,Delhi,Cochin,1,8310
Vistara,Banglore,Delhi,0,5403
Jet Airways,Delhi,Cochin,2,13376
Multiple carriers,Delhi,Cochin,1,10877
Jet Airways,Banglore,New Delhi,1,14815
IndiGo,Delhi,Cochin,1,6558
Multiple carriers,Delhi,Cochin,1,14067
Multiple carriers,Delhi,Cochin,1,9627
Jet Airways,Delhi,Cochin,1,14714
IndiGo,Delhi,Cochin,0,5000
Multiple carriers Premium economy,Delhi,Cochin,1,9845
Jet Airways,Kolkata,Banglore,1,10844
IndiGo,Delhi,Cochin,1,7048
Jet Airways,Kolkata,Banglore,1,12692
Jet Airways,Delhi,Cochin,1,13843
Jet Airways,Banglore,New Delhi,1,7832
IndiGo,Mumbai,Hyderabad,0,4049
Jet Airways,Delhi,Cochin,1,12242
Jet Airways,Delhi,Cochin,1,10262
Jet Airways,Kolkata,Banglore,1,14571
SpiceJet,Kolkata,Banglore,0,4174
Multiple carriers,Delhi,Cochin,1,11264
IndiGo,Kolkata,Banglore,0,4174
IndiGo,Chennai,Kolkata,0,3540
Vistara,Kolkata,Banglore,1,9345
Air India,Delhi,Cochin,2,9653
IndiGo,Mumbai,Hyderabad,0,3342
Multiple carriers,Delhi,Cochin,1,8073
Jet Airways,Kolkata,Banglore,1,7064
Jet Airways,Delhi,Cochin,2,13376
Multiple carriers,Delhi,Cochin,1,15135
Air India,Kolkata,Banglore,1,10413
Vistara,Kolkata,Banglore,1,9187
Jet Airways,Delhi,Cochin,2,13292
IndiGo,Delhi,Cochin,1,6674
IndiGo,Delhi,Cochin,1,8330
Multiple carriers,Delhi,Cochin,1,11200
Jet Airways,Delhi,Cochin,1,10262
Vistara,Delhi,Cochin,0,6216
Jet Airways,Kolkata,Banglore,1,10844
Jet Airways,Kolkata,Banglore,1,11134
IndiGo,Chennai,Kolkata,0,5277
Jet Airways,Delhi,Cochin,2,14300
Jet Airways,Banglore,New Delhi,1,17471
Jet Airways,Kolkata,Banglore,1,10844
SpiceJet,Banglore,New Delhi,0,5469
Jet Airways,Delhi,Cochin,1,10262
SpiceJet,Delhi,Cochin,1,7185
Air Asia,Kolkata,Banglore,0,3807
Jet Airways,Delhi,Cochin,1,14714
Vistara,Kolkata,Banglore,1,8610
Jet Airways,Delhi,Cochin,1,17234
Multiple carriers,Delhi,Cochin,3,15629
Multiple carriers,Delhi,Cochin,2,6128
Jet Airways,Delhi,Cochin,1,16289
Jet Airways,Delhi,Cochin,2,15129
Jet Airways,Banglore,New Delhi,1,7832
Jet Airways,Banglore,New Delhi,1,22270
Jet Airways,Kolkata,Banglore,1,11467
IndiGo,Mumbai,Hyderabad,0,4392
SpiceJet,Kolkata,Banglore,0,4491
Jet Airways,Kolkata,Banglore,1,9663
IndiGo,Delhi,Cochin,1,5883
Air India,Delhi,Cochin,1,14777
Air Asia,Kolkata,Banglore,1,5162
IndiGo,Kolkata,Banglore,0,4804
Jet Airways,Kolkata,Banglore,1,8529
Jet Airways,Kolkata,Banglore,1,10844
SpiceJet,Kolkata,Banglore,0,3873
IndiGo,Kolkata,Banglore,0,4804
Jet Airways,Mumbai,Hyderabad,0,5678
Jet Airways,Kolkata,Banglore,1,12681
Jet Airways,Banglore,New Delhi,1,9623
Multiple carriers,Delhi,Cochin,1,15147
Vistara,Kolkata,Banglore,1,9345
Jet Airways,Kolkata,Banglore,1,7757
Jet Airways,Kolkata,Banglore,1,10844
Air India,Banglore,New Delhi,2,11948
Jet Airways,Delhi,Cochin,2,13376
Air India,Kolkata,Banglore,1,6117
IndiGo,Delhi,Cochin,1,6171
Jet Airways,Kolkata,Banglore,1,13626
Jet Airways,Banglore,New Delhi,1,17471
Multiple carriers,Delhi,Cochin,1,7531
Jet Airways,Delhi,Cochin,1,12373
Jet Airways,Delhi,Cochin,1,16289
IndiGo,Banglore,New Delhi,0,4777
Jet Airways,Banglore,Delhi,0,5198
Jet Airways,Kolkata,Banglore,1,10844
Air India,Banglore,Delhi,0,7171
Air India,Delhi,Cochin,2,11942
IndiGo,Banglore,Delhi,0,4423
Vistara,Delhi,Cochin,0,5586
Jet Airways,Kolkata,Banglore,1,11134
Air Asia,Banglore,New Delhi,0,4284
Air India,Kolkata,Banglore,0,6245
SpiceJet,Banglore,New Delhi,1,10341
SpiceJet,Banglore,New Delhi,0,6860
Air India,Mumbai,Hyderabad,0,2050
Multiple carriers,Delhi,Cochin,1,5797
IndiGo,Banglore,New Delhi,0,7648
Air India,Banglore,New Delhi,0,8851
Air India,Kolkata,Banglore,2,13007
Jet Airways,Kolkata,Banglore,1,13067
IndiGo,Banglore,New Delhi,1,4049
Jet Airways,Kolkata,Banglore,1,12692
Air India,Chennai,Kolkata,0,4667
Multiple carriers,Delhi,Cochin,2,8938
IndiGo,Delhi,Cochin,1,10208
Multiple carriers,Delhi,Cochin,1,7354
Air India,Banglore,Delhi,0,5438
Air Asia,Kolkata,Banglore,0,4107
Jet Airways,Kolkata,Banglore,1,11134
Jet Airways,Delhi,Cochin,1,10262
Air India,Kolkata,Banglore,2,14083
Vistara,Kolkata,Banglore,1,9345
Jet Airways,Delhi,Cochin,1,12373
Multiple carriers,Delhi,Cochin,1,10196
IndiGo,Delhi,Cochin,1,5947
Jet Airways,Kolkata,Banglore,1,13044
Jet Airways,Kolkata,Banglore,1,9663
Jet Airways,Banglore,New Delhi,1,27992
IndiGo,Kolkata,Banglore,1,7476
Air India,Kolkata,Banglore,1,10413
Multiple carriers,Delhi,Cochin,1,10261
Jet Airways,Kolkata,Banglore,1,14151
Air India,Banglore,Delhi,0,5176
Jet Airways,Delhi,Cochin,1,14714
Jet Airways,Kolkata,Banglore,1,9314
Jet Airways,Delhi,Cochin,1,14714
Multiple carriers,Delhi,Cochin,1,12192
SpiceJet,Mumbai,Hyderabad,0,1759
IndiGo,Delhi,Cochin,1,4744
Jet Airways,Banglore,Delhi,0,7229
Jet Airways,Delhi,Cochin,1,15029
IndiGo,Kolkata,Banglore,0,4462
SpiceJet,Chennai,Kolkata,0,6300
Air India,Mumbai,Hyderabad,0,2575
Jet Airways,Banglore,New Delhi,1,11087
Multiple carriers,Delhi,Cochin,1,6305
Vistara,Banglore,New Delhi,0,8290
Jet Airways,Banglore,Delhi,0,5769
IndiGo,Banglore,Delhi,0,4990
Air Asia,Banglore,New Delhi,0,6135
IndiGo,Delhi,Cochin,1,5733
Multiple carriers,Delhi,Cochin,1,7670
Jet Airways,Delhi,Cochin,2,12819
IndiGo,Banglore,Delhi,0,4823
IndiGo,Delhi,Cochin,1,6979
Air India,Kolkata,Banglore,1,10493
Air India,Delhi,Cochin,2,16111
Air India,Delhi,Cochin,2,10651
IndiGo,Delhi,Cochin,1,6600
Jet Airways,Delhi,Cochin,2,10919
IndiGo,Kolkata,Banglore,0,5198
Air India,Banglore,New Delhi,2,12778
IndiGo,Mumbai,Hyderabad,0,2754
Jet Airways,Delhi,Cochin,2,15129
IndiGo,Delhi,Cochin,1,7255
Multiple carriers,Delhi,Cochin,1,14486
GoAir,Delhi,Cochin,1,6591
SpiceJet,Banglore,Delhi,0,3573
Jet Airways,Delhi,Cochin,1,10262
Jet Airways,Kolkata,Banglore,1,14388
Jet Airways,Delhi,Cochin,1,14714
Jet Airways,Delhi,Cochin,2,10368
SpiceJet,Chennai,Kolkata,0,3384
Air India,Kolkata,Banglore,1,7742
IndiGo,Delhi,Cochin,1,6386
Jet Airways,Banglore,Delhi,0,7229
Air India,Kolkata,Banglore,1,8891
Multiple carriers,Delhi,Cochin,1,13587
IndiGo,Delhi,Cochin,1,8227
Air India,Kolkata,Banglore,2,12125
SpiceJet,Kolkata,Banglore,0,3873
Multiple carriers,Delhi,Cochin,1,13377
Jet Airways,Kolkata,Banglore,1,10953
SpiceJet,Kolkata,Banglore,0,4622
Jet Airways,Kolkata,Banglore,1,14231
Jet Airways,Delhi,Cochin,1,10262
IndiGo,Banglore,Delhi,0,3943
Vistara,Kolkata,Banglore,1,8610
Multiple carriers,Delhi,Cochin,1,6717
Multiple carriers,Delhi,Cochin,1,10877
IndiGo,Kolkata,Banglore,1,4775
Jet Airways,Kolkata,Banglore,1,14571
SpiceJet,Banglore,New Delhi,0,6205
Jet Airways,Kolkata,Banglore,1,14151
Multiple carriers,Delhi,Cochin,1,6637
Air India,Banglore,New Delhi,2,12074
IndiGo,Kolkata,Banglore,0,4804
IndiGo,Kolkata,Banglore,1,7252
IndiGo,Delhi,Cochin,1,6069
Jet Airways,Delhi,Cochin,1,15554
IndiGo,Chennai,Kolkata,0,3850
Air India,Delhi,Cochin,2,12940
SpiceJet,Kolkata,Banglore,1,8844
Jet Airways,Delhi,Cochin,1,15190
Jet Airways,Banglore,New Delhi,1,9134
Jet Airways,Delhi,Cochin,1,11822
Multiple carriers,Delhi,Cochin,1,15078
SpiceJet,Mumbai,Hyderabad,0,11005
IndiGo,Delhi,Cochin,1,7006
IndiGo,Banglore,New Delhi,1,4259
Air India,Delhi,Cochin,2,11762
Jet Airways,Banglore,New Delhi,1,8147
SpiceJet,Kolkata,Banglore,0,3841
IndiGo,Kolkata,Banglore,0,4174
Jet Airways,Delhi,Cochin,1,12898
SpiceJet,Delhi,Cochin,1,5583
Jet Airways,Delhi,Cochin,1,10262
Jet Airways,Banglore,Delhi,0,7229
Jet Airways,Delhi,Cochin,2,15129
Vistara,Banglore,Delhi,0,4668
IndiGo,Banglore,Delhi,0,4990
IndiGo,Kolkata,Banglore,0,6985
IndiGo,Banglore,Delhi,0,4823
Vistara,Kolkata,Banglore,1,9345
Jet Airways,Kolkata,Banglore,1,10844
Jet Airways,Delhi,Cochin,2,14657
IndiGo,Delhi,Cochin,1,6818
Air India,Delhi,Cochin,2,11543
SpiceJet,Mumbai,Hyderabad,0,2175
Jet Airways,Kolkata,Banglore,1,10844
Jet Airways,Mumbai,Hyderabad,0,8040
Jet Airways,Kolkata,Banglore,1,14571
Jet Airways,Kolkata,Banglore,1,14571
Jet Airways,Delhi,Cochin,1,12898
Multiple carriers,Delhi,Cochin,1,14848
Multiple carriers,Delhi,Cochin,1,8283
Jet Airways,Banglore,Delhi,0,7229
Multiple carriers,Delhi,Cochin,1,8405
Jet Airways,Delhi,Cochin,2,19266
Air India,Delhi,Cochin,1,11038
Jet Airways,Banglore,Delhi,0,8016
SpiceJet,Chennai,Kolkata,0,3384
IndiGo,Delhi,Cochin,1,6573
Jet Airways,Delhi,Cochin,2,12819
Jet Airways,Delhi,Cochin,2,15129
IndiGo,Banglore,Delhi,0,3943
Jet Airways,Banglore,New Delhi,1,7832
IndiGo,Banglore,New Delhi,0,6860
IndiGo,Banglore,Delhi,0,4823
Air India,Banglore,Delhi,0,5228
Jet Airways,Kolkata,Banglore,1,13364
Jet Airways,Banglore,New Delhi,1,13555
IndiGo,Chennai,Kolkata,0,5277
Air India,Kolkata,Banglore,2,13243
Multiple carriers,Delhi,Cochin,1,9794
Jet Airways,Banglore,Delhi,0,8016
Multiple carriers,Delhi,Cochin,1,13377
Jet Airways,Kolkata,Banglore,1,12692
Air India,Kolkata,Banglore,2,10697
SpiceJet,Chennai,Kolkata,0,3384
IndiGo,Delhi,Cochin,1,6734
Jet Airways,Kolkata,Banglore,1,10844
Air India,Banglore,Delhi,0,5228
Air India,Kolkata,Banglore,1,8891
IndiGo,Chennai,Kolkata,0,3384
Multiple carriers,Delhi,Cochin,1,17057
IndiGo,Kolkata,Banglore,1,3480
SpiceJet,Banglore,Delhi,0,4423
Jet Airways,Kolkata,Banglore,1,14178
SpiceJet,Delhi,Cochin,1,4760
Jet Airways,Kolkata,Banglore,1,14151
Jet Airways,Kolkata,Banglore,1,12681
Jet Airways,Delhi,Cochin,0,4886
Air Asia,Kolkata,Banglore,0,3807
IndiGo,Kolkata,Banglore,0,4804
IndiGo,Banglore,New Delhi,1,5694
Multiple carriers,Delhi,Cochin,1,10197
IndiGo,Banglore,Delhi,0,4077
Jet Airways,Kolkata,Banglore,1,14781
IndiGo,Kolkata,Banglore,0,5224
IndiGo,Kolkata,Banglore,0,4804
Jet Airways,Kolkata,Banglore,1,8586
Air India,Kolkata,Banglore,1,7662
Jet Airways,Delhi,Cochin,1,18550
Vistara,Kolkata,Banglore,1,8610
Jet Airways,Banglore,Delhi,0,7229
Air India,Kolkata,Banglore,2,12009
Jet Airways,Kolkata,Banglore,1,14151
Air India,Delhi,Cochin,0,4729
Air India,Delhi,Cochin,0,7931
Jet Airways,Delhi,Cochin,1,12898
Jet Airways,Delhi,Cochin,1,16289
Jet Airways,Delhi,Cochin,2,13292
Multiple carriers,Delhi,Cochin,1,7618
Multiple carriers,Delhi,Cochin,1,13377
Air Asia,Kolkata,Banglore,1,5192
Multiple carriers,Delhi,Cochin,1,7268
Jet Airways,Kolkata,Banglore,1,12384
IndiGo,Banglore,New Delhi,0,5694
Jet Airways,Banglore,New Delhi,2,16338
Multiple carriers,Delhi,Cochin,1,7198
Jet Airways,Delhi,Cochin,1,6540
Jet Airways,Mumbai,Hyderabad,0,3210
SpiceJet,Kolkata,Banglore,0,3873
Air Asia,Banglore,Delhi,0,4483
Air Asia,Delhi,Cochin,1,6752
IndiGo,Banglore,Delhi,0,4823
Air India,Kolkata,Banglore,1,10203
SpiceJet,Kolkata,Banglore,0,3873
SpiceJet,Mumbai,Hyderabad,0,2017
Jet Airways,Kolkata,Banglore,1,8586
Jet Airways,Banglore,New Delhi,1,31825
Air India,Kolkata,Banglore,2,16057
Jet Airways,Delhi,Cochin,1,10262
IndiGo,Delhi,Cochin,1,6593
SpiceJet,Banglore,Delhi,0,3971
Jet Airways,Delhi,Cochin,1,16289
Jet Airways,Kolkata,Banglore,1,9314
Jet Airways,Banglore,Delhi,0,4030
Multiple carriers,Delhi,Cochin,1,13587
Jet Airways,Kolkata,Banglore,1,9314
Air Asia,Delhi,Cochin,1,6253
Air Asia,Kolkata,Banglore,1,5192
Air India,Kolkata,Banglore,2,16372
Vistara,Banglore,Delhi,0,5403
Multiple carriers,Delhi,Cochin,1,11200
IndiGo,Chennai,Kolkata,0,3858
IndiGo,Kolkata,Banglore,0,4174
Air India,Delhi,Cochin,0,5411
IndiGo,Mumbai,Hyderabad,0,3175
IndiGo,Chennai,Kolkata,0,3858
Jet Airways,Kolkata,Banglore,1,13941
Air India,Delhi,Cochin,2,12182
IndiGo,Banglore,Delhi,0,4990
Jet Airways,Kolkata,Banglore,1,10539
IndiGo,Banglore,New Delhi,0,6860
Vistara,Delhi,Cochin,0,8001
Jet Airways,Delhi,Cochin,1,10262
Vistara,Kolkata,Banglore,1,8085
IndiGo,Banglore,Delhi,0,3419
Air India,Kolkata,Banglore,2,15164
IndiGo,Kolkata,Banglore,0,6565
Jet Airways,Delhi,Cochin,2,9254
Air Asia,Kolkata,Banglore,1,6857
Air India,Kolkata,Banglore,2,12140
SpiceJet,Kolkata,Banglore,0,3841
Jet Airways,Kolkata,Banglore,1,14781
Air India,Delhi,Cochin,1,8372
Air India,Kolkata,Banglore,3,8607
Multiple carriers,Delhi,Cochin,1,13587
Jet Airways,Delhi,Cochin,1,15554
Jet Airways,Kolkata,Banglore,1,10844
IndiGo,Mumbai,Hyderabad,0,4392
Air India,Banglore,Delhi,0,6961
Air India,Delhi,Cochin,1,8907
IndiGo,Delhi,Cochin,1,6442
Jet Airways,Kolkata,Banglore,1,8586
Air India,Delhi,Cochin,2,13486
Air India,Mumbai,Hyderabad,0,3100
Jet Airways,Delhi,Cochin,2,15812
Air India,Delhi,Cochin,0,5201
IndiGo,Delhi,Cochin,2,9413
Air India,Delhi,Cochin,2,13591
Jet Airways,Mumbai,Hyderabad,0,5678
Air India,Banglore,New Delhi,1,6781
Jet Airways,Banglore,New Delhi,1,7832
Jet Airways,Delhi,Cochin,1,14053
Jet Airways,Kolkata,Banglore,1,10703
Multiple carriers,Delhi,Cochin,1,13727
Multiple carriers,Delhi,Cochin,1,7408
Jet Airways,Banglore,New Delhi,1,20800
Air India,Delhi,Cochin,2,11911
Vistara,Banglore,Delhi,0,5403
Jet Airways,Kolkata,Banglore,1,13469
Jet Airways,Delhi,Cochin,2,11270
Air Asia,Delhi,Cochin,1,6152
Jet Airways,Delhi,Cochin,1,12452
Jet Airways,Kolkata,Banglore,1,10844
IndiGo,Delhi,Cochin,1,8216
Jet Airways,Kolkata,Banglore,1,13626
Multiple carriers,Delhi,Cochin,2,7084
Multiple carriers,Delhi,Cochin,1,7575
Air India,Banglore,New Delhi,1,6781
Jet Airways,Banglore,Delhi,0,6478
SpiceJet,Mumbai,Hyderabad,0,2385
Multiple carriers,Delhi,Cochin,1,9385
GoAir,Banglore,Delhi,0,5048
IndiGo,Delhi,Cochin,1,5058
Multiple carriers Premium economy,Delhi,Cochin,1,11269
